risk_budget,method,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,fixed_risk_covered,fixed_risk_covered_ci95,fixed_risk_success,fixed_risk_success_ci95,fixed_risk_utility,fixed_risk_utility_ci95,groups
0.07,random_balanced_selection,7,0.404167,0.050585,0.45396,0.009392,0.384287,0.050114,0.314067,0.001863,0.232366,0.002231,0.117153,0.00857,0.140079,0.007657,0.055141,0.003627,0.176778,0.000579,0.173694,0.0,0.133743,0.001005,0.051919,0.003476,0.084317,0.003864,0.066323,0.002174,0.054721,0.001061,0.249783,0.015619,0.418645,0.052361,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,8,0.452083,0.046195,0.454878,0.009507,0.430681,0.04626,0.313968,0.002143,0.233349,0.002307,0.117053,0.008546,0.140608,0.007546,0.055253,0.003711,0.175326,0.000558,0.173694,0.0,0.133743,0.001005,0.051337,0.003396,0.084709,0.00378,0.065832,0.002147,0.055066,0.001056,0.250135,0.01558,0.387217,0.052713,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,9,0.447917,0.047422,0.453783,0.00942,0.426389,0.047338,0.314925,0.001905,0.233546,0.002098,0.117495,0.008545,0.140586,0.007452,0.055179,0.003664,0.176168,0.000707,0.173694,0.0,0.133743,0.001005,0.050997,0.00336,0.083901,0.00371,0.066223,0.002298,0.05432,0.001079,0.250524,0.015458,0.408693,0.05174,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,0,0.45,0.048061,0.486494,0.00854,0.441334,0.04828,0.379067,0.001947,0.275277,0.002162,0.102871,0.007618,0.131161,0.006898,0.052561,0.003367,0.160082,0.00067,0.20771,0.0,0.144433,0.000956,0.050296,0.003223,0.078653,0.003564,0.06411,0.001989,0.051107,0.000924,0.227523,0.014024,0.384542,0.053181,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,1,0.491667,0.04105,0.486572,0.008771,0.482257,0.041238,0.380035,0.001708,0.275512,0.002428,0.102976,0.00749,0.130611,0.006868,0.052544,0.003479,0.160386,0.000688,0.20771,0.0,0.144433,0.000956,0.050192,0.003209,0.079237,0.003482,0.064399,0.002085,0.050379,0.000973,0.227207,0.013875,0.32601,0.046025,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,2,0.491667,0.049616,0.487961,0.008455,0.482587,0.050459,0.377656,0.001771,0.275868,0.00203,0.102082,0.007563,0.131275,0.006719,0.051967,0.003453,0.16041,0.000717,0.20771,0.0,0.144433,0.000956,0.049901,0.003172,0.078589,0.003533,0.063634,0.002113,0.050752,0.000929,0.226522,0.013841,0.336773,0.047586,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,3,0.50625,0.049461,0.486602,0.009062,0.497715,0.049771,0.378805,0.001936,0.275551,0.002512,0.101788,0.007472,0.130667,0.006919,0.052275,0.003424,0.161155,0.000642,0.20771,0.0,0.144433,0.000956,0.050669,0.003112,0.078014,0.003504,0.064591,0.00204,0.050779,0.00096,0.225926,0.013946,0.343894,0.055993,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,4,0.4875,0.045674,0.487244,0.008354,0.478673,0.046143,0.376774,0.002002,0.276474,0.002398,0.102619,0.007672,0.130129,0.006988,0.052294,0.003443,0.160452,0.000684,0.20771,0.0,0.144433,0.000956,0.049803,0.003197,0.078311,0.00348,0.064274,0.00204,0.050902,0.001044,0.226362,0.014199,0.332597,0.052346,0.0125,0.0245,0.010417,0.020417,0.010679,0.02093,80
0.07,embedding_diversity_selection,5,0.454167,0.044247,0.487157,0.008587,0.445394,0.0441,0.378687,0.001676,0.275409,0.001997,0.10204,0.007539,0.130693,0.006852,0.052569,0.003268,0.160631,0.000667,0.20771,0.0,0.144433,0.000956,0.050076,0.003027,0.078951,0.003565,0.064486,0.001895,0.050734,0.000964,0.226344,0.013812,0.379735,0.047538,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,6,0.470833,0.047129,0.486428,0.008712,0.461546,0.047877,0.380627,0.001986,0.275126,0.002121,0.102922,0.007624,0.130625,0.006825,0.052454,0.003536,0.160858,0.000601,0.20771,0.0,0.144433,0.000956,0.050341,0.003086,0.078244,0.003376,0.064226,0.002144,0.050718,0.000978,0.227117,0.014018,0.362343,0.052224,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,7,0.46875,0.044292,0.487292,0.008661,0.459736,0.044958,0.378982,0.002047,0.27843,0.002031,0.102785,0.007401,0.131059,0.006955,0.052222,0.003434,0.161177,0.000671,0.20771,0.0,0.144433,0.000956,0.050613,0.003273,0.077783,0.003438,0.063965,0.001946,0.051091,0.001038,0.227191,0.013808,0.347296,0.045407,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,8,0.460417,0.039942,0.487647,0.008341,0.4514,0.040115,0.379128,0.001938,0.278225,0.002158,0.102728,0.007619,0.130489,0.006848,0.052455,0.0034,0.160579,0.000646,0.20771,0.0,0.144433,0.000956,0.050038,0.003247,0.078492,0.00344,0.064252,0.002062,0.05088,0.000944,0.226823,0.013968,0.359517,0.048937,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embedding_diversity_selection,9,0.529167,0.04417,0.486799,0.008316,0.520392,0.044017,0.380698,0.001969,0.27671,0.001849,0.101943,0.007614,0.130634,0.006954,0.051835,0.003455,0.160757,0.000595,0.20771,0.0,0.144433,0.000956,0.05004,0.00317,0.078244,0.003473,0.064278,0.001928,0.050485,0.00092,0.225836,0.014113,0.3305,0.048381,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,uncertainty_sampling,0,0.477083,0.043774,0.502817,0.007764,0.479583,0.044062,0.40996,0.00206,0.337152,0.002403,0.086718,0.006674,0.10607,0.005277,0.046751,0.003032,0.166859,0.000681,0.237351,0.0,0.163763,0.000906,0.049369,0.003141,0.074888,0.003349,0.061801,0.001981,0.046767,0.000944,0.189646,0.011705,0.342988,0.053058,0.05,0.048061,0.022917,0.023058,0.024137,0.024189,80
0.07,uncertainty_sampling,1,0.541667,0.04368,0.502555,0.007633,0.543337,0.043599,0.409432,0.001953,0.335,0.002175,0.086866,0.006791,0.105902,0.00535,0.046947,0.002858,0.166849,0.000666,0.237351,0.0,0.163763,0.000906,0.049545,0.003021,0.075083,0.003372,0.06212,0.001901,0.047465,0.000906,0.189766,0.011809,0.271183,0.048554,0.05,0.048061,0.022917,0.027097,0.024166,0.028087,80
0.07,uncertainty_sampling,2,0.495833,0.051642,0.503267,0.007341,0.498045,0.051801,0.410361,0.002019,0.334791,0.00196,0.086699,0.006858,0.106626,0.005202,0.047591,0.002979,0.167026,0.000643,0.237351,0.0,0.163763,0.000906,0.049183,0.002963,0.074616,0.003396,0.06209,0.001909,0.047494,0.00089,0.190464,0.011836,0.332153,0.050015,0.0375,0.041895,0.020833,0.024223,0.021844,0.025292,80
0.07,uncertainty_sampling,3,0.529167,0.043399,0.502202,0.007871,0.530822,0.043614,0.409107,0.001663,0.335873,0.002003,0.087488,0.00688,0.106851,0.005408,0.047573,0.002956,0.166811,0.000649,0.237351,0.0,0.163763,0.000906,0.049039,0.002999,0.075415,0.003416,0.062037,0.001927,0.047629,0.000917,0.191413,0.01196,0.312661,0.052497,0.0375,0.041895,0.022917,0.025821,0.023849,0.026862,80
0.07,uncertainty_sampling,4,0.45625,0.043387,0.504597,0.007551,0.457885,0.044087,0.408155,0.001649,0.333352,0.002459,0.087328,0.006743,0.106111,0.005275,0.047428,0.002873,0.166999,0.000662,0.237351,0.0,0.163763,0.000906,0.049146,0.003194,0.075336,0.003502,0.062604,0.001984,0.04796,0.000848,0.190626,0.011703,0.348467,0.05083,0.025,0.034428,0.016667,0.022952,0.017301,0.023826,80
0.07,uncertainty_sampling,5,0.491667,0.044218,0.502607,0.007475,0.493474,0.044504,0.409133,0.001717,0.334348,0.002462,0.087879,0.006886,0.106007,0.00525,0.047468,0.002908,0.166379,0.000619,0.237351,0.0,0.163763,0.000906,0.04872,0.003175,0.075273,0.003453,0.062573,0.00203,0.047806,0.000903,0.191118,0.011859,0.328544,0.055329,0.0375,0.041895,0.022917,0.027097,0.023917,0.028153,80
0.07,uncertainty_sampling,6,0.491667,0.045349,0.502061,0.007731,0.493467,0.045496,0.408814,0.001852,0.336151,0.002234,0.087313,0.006785,0.106077,0.005257,0.047137,0.002886,0.167117,0.000633,0.237351,0.0,0.163763,0.000906,0.049154,0.003032,0.074877,0.003386,0.062197,0.001884,0.048024,0.000853,0.190439,0.011775,0.328038,0.052829,0.025,0.034428,0.014583,0.020292,0.015205,0.021132,80
0.07,uncertainty_sampling,7,0.520833,0.042851,0.503307,0.007609,0.522819,0.043579,0.409491,0.002093,0.334251,0.00207,0.087376,0.006728,0.106362,0.005375,0.047592,0.003056,0.166739,0.00061,0.237351,0.0,0.163763,0.000906,0.049298,0.003015,0.075048,0.003445,0.062138,0.001927,0.047727,0.000862,0.190943,0.011866,0.287079,0.044744,0.0375,0.041895,0.025,0.02793,0.025929,0.028968,80
0.07,uncertainty_sampling,8,0.483333,0.043719,0.502553,0.007752,0.485854,0.044145,0.410494,0.002068,0.335957,0.00225,0.087198,0.006791,0.106236,0.005208,0.046575,0.003001,0.16699,0.00062,0.237351,0.0,0.163763,0.000906,0.04854,0.003047,0.075011,0.003338,0.06216,0.002105,0.047839,0.00088,0.190163,0.011751,0.334087,0.047735,0.0375,0.041895,0.022917,0.026467,0.023929,0.027556,80
0.07,uncertainty_sampling,9,0.4875,0.04417,0.504674,0.00753,0.489582,0.044684,0.408412,0.002027,0.335174,0.002181,0.08726,0.006793,0.106344,0.005376,0.046741,0.002888,0.166855,0.000653,0.237351,0.0,0.163763,0.000906,0.048817,0.003036,0.07507,0.003393,0.061987,0.001993,0.04781,0.00088,0.190389,0.011928,0.346562,0.048904,0.05,0.048061,0.022917,0.024478,0.024163,0.025574,80
0.07,failure_prediction_selection,0,0.54375,0.045662,0.529227,0.006384,0.56352,0.045393,0.475428,0.002035,0.408902,0.001774,0.068244,0.005697,0.08761,0.004061,0.042928,0.002542,0.160748,0.000676,0.252979,0.0,0.17271,0.000848,0.048003,0.002978,0.06979,0.003157,0.059859,0.001821,0.042652,0.000831,0.155416,0.009655,0.277681,0.050175,0.0875,0.062311,0.045833,0.038095,0.049109,0.040117,80
0.07,failure_prediction_selection,1,0.510417,0.053052,0.530574,0.006473,0.529835,0.052944,0.47547,0.002289,0.409627,0.002364,0.069002,0.005702,0.087445,0.004031,0.043956,0.002595,0.160879,0.000688,0.252979,0.0,0.17271,0.000848,0.047394,0.002916,0.069071,0.00319,0.059979,0.001809,0.042464,0.000831,0.156563,0.00964,0.29669,0.055325,0.1,0.066155,0.05,0.037391,0.053807,0.039647,80
0.07,failure_prediction_selection,2,0.527083,0.042482,0.529812,0.006686,0.547276,0.042975,0.476946,0.001853,0.40876,0.002054,0.068588,0.005681,0.087435,0.00395,0.043653,0.002586,0.16059,0.000674,0.252979,0.0,0.17271,0.000848,0.047594,0.002828,0.07008,0.003217,0.059877,0.001908,0.043291,0.000759,0.155991,0.009583,0.278713,0.047325,0.1,0.066155,0.066667,0.044485,0.070481,0.046992,80
0.07,failure_prediction_selection,3,0.55625,0.049631,0.5299,0.006423,0.575271,0.049101,0.477482,0.002225,0.407306,0.002045,0.068794,0.005685,0.08774,0.003867,0.043418,0.00263,0.160213,0.000624,0.252979,0.0,0.17271,0.000848,0.047323,0.00281,0.069982,0.003299,0.060409,0.00192,0.042958,0.000825,0.156308,0.00953,0.271426,0.051603,0.1,0.066155,0.058333,0.040303,0.062109,0.042723,80
0.07,failure_prediction_selection,4,0.5625,0.045895,0.529611,0.006377,0.581325,0.045875,0.476255,0.00191,0.407776,0.002168,0.069269,0.005671,0.086736,0.004053,0.043622,0.002639,0.161118,0.000613,0.252979,0.0,0.17271,0.000848,0.047898,0.002857,0.069777,0.003268,0.058974,0.001881,0.042986,0.000823,0.156133,0.009635,0.25214,0.04692,0.1,0.066155,0.072917,0.049597,0.076334,0.051675,80
0.07,failure_prediction_selection,5,0.516667,0.049854,0.529809,0.006633,0.536115,0.049481,0.477318,0.002269,0.410729,0.002182,0.068618,0.005537,0.087648,0.004098,0.042673,0.002584,0.160806,0.000692,0.252979,0.0,0.17271,0.000848,0.048196,0.002918,0.069894,0.003127,0.059766,0.001865,0.042638,0.000775,0.15569,0.009508,0.299063,0.045903,0.1,0.066155,0.047917,0.034961,0.051834,0.037343,80
0.07,failure_prediction_selection,6,0.522917,0.045291,0.530628,0.006641,0.54338,0.045777,0.477283,0.001991,0.407713,0.002398,0.068048,0.0056,0.08742,0.004036,0.042625,0.002554,0.160973,0.000586,0.252979,0.0,0.17271,0.000848,0.047359,0.002936,0.069504,0.003143,0.059775,0.001739,0.042552,0.000733,0.154926,0.009511,0.280849,0.04819,0.1,0.066155,0.0625,0.042455,0.066313,0.044928,80
0.07,failure_prediction_selection,7,0.545833,0.050318,0.530628,0.006561,0.565344,0.050493,0.475808,0.001866,0.407519,0.002134,0.067492,0.005471,0.087947,0.004074,0.043124,0.002466,0.16085,0.000742,0.252979,0.0,0.17271,0.000848,0.048064,0.002903,0.06947,0.003191,0.059466,0.001783,0.042611,0.000877,0.155014,0.009345,0.256158,0.047222,0.1,0.066155,0.066667,0.045237,0.070419,0.047661,80
0.07,failure_prediction_selection,8,0.560417,0.039517,0.52918,0.00672,0.580565,0.039869,0.47706,0.001943,0.409598,0.002307,0.069001,0.005601,0.087522,0.004057,0.043467,0.002384,0.160515,0.000544,0.252979,0.0,0.17271,0.000848,0.047351,0.002877,0.069648,0.003196,0.059759,0.001924,0.042439,0.000795,0.156376,0.009413,0.247862,0.043144,0.075,0.058082,0.047917,0.037297,0.050845,0.039554,80
0.07,failure_prediction_selection,9,0.51875,0.03898,0.529892,0.006733,0.538233,0.03889,0.476313,0.002017,0.408576,0.002188,0.068069,0.005788,0.088401,0.003955,0.043529,0.002511,0.160868,0.000671,0.252979,0.0,0.17271,0.000848,0.047816,0.002824,0.068844,0.003223,0.05903,0.001885,0.043046,0.000757,0.156134,0.009668,0.306907,0.045046,0.1,0.066155,0.060417,0.042403,0.063736,0.044276,80
0.07,value_of_information_active_selection,0,0.5125,0.042614,0.535093,0.006712,0.531664,0.04297,0.480601,0.001978,0.405284,0.001903,0.067341,0.005481,0.089735,0.00417,0.043039,0.002575,0.155837,0.000588,0.265686,0.0,0.18404,0.000798,0.046503,0.002648,0.068144,0.003046,0.057174,0.001905,0.042697,0.00089,0.156161,0.009552,0.300799,0.046581,0.1,0.066155,0.064583,0.044823,0.06827,0.047149,80
0.07,value_of_information_active_selection,1,0.508333,0.0353,0.533538,0.006505,0.527711,0.035597,0.481038,0.001877,0.404013,0.002496,0.067024,0.005489,0.090282,0.004271,0.042929,0.002455,0.156301,0.000662,0.265686,0.0,0.18404,0.000798,0.045976,0.002673,0.06853,0.002966,0.057367,0.001758,0.042719,0.000807,0.156199,0.009566,0.287227,0.043701,0.075,0.058082,0.035417,0.028286,0.03829,0.030464,80
0.07,value_of_information_active_selection,2,0.514583,0.048687,0.53391,0.006591,0.533865,0.048808,0.481908,0.002,0.404285,0.002075,0.067436,0.00558,0.08991,0.00429,0.042902,0.002546,0.155872,0.000609,0.265686,0.0,0.18404,0.000798,0.045864,0.002797,0.068183,0.0031,0.058443,0.001792,0.042189,0.000796,0.15632,0.009672,0.295141,0.052298,0.0875,0.062311,0.047917,0.036842,0.051164,0.039011,80
0.07,value_of_information_active_selection,3,0.502083,0.041293,0.533986,0.006395,0.521238,0.041292,0.479365,0.002038,0.403589,0.002144,0.066709,0.005534,0.089688,0.004025,0.042604,0.002635,0.155797,0.0006,0.265686,0.0,0.18404,0.000798,0.046667,0.002693,0.068649,0.003187,0.057805,0.0018,0.042908,0.00083,0.155277,0.009478,0.319852,0.050114,0.075,0.058082,0.04375,0.034743,0.046552,0.036848,80
0.07,value_of_information_active_selection,4,0.547917,0.045458,0.534839,0.006521,0.567077,0.045684,0.480271,0.002012,0.405245,0.002148,0.067604,0.005363,0.089755,0.004204,0.043084,0.002426,0.15658,0.000622,0.265686,0.0,0.18404,0.000798,0.047116,0.002721,0.06849,0.003086,0.057142,0.001914,0.042586,0.000806,0.156463,0.009346,0.253663,0.047262,0.0875,0.062311,0.05625,0.042681,0.059549,0.044894,80
0.07,value_of_information_active_selection,5,0.5125,0.040998,0.533374,0.006316,0.531468,0.041153,0.478506,0.001846,0.405243,0.002039,0.067261,0.005696,0.090877,0.004137,0.043313,0.00267,0.156535,0.000627,0.265686,0.0,0.18404,0.000798,0.046457,0.002618,0.068422,0.003127,0.057237,0.001708,0.042498,0.000803,0.157075,0.009768,0.300889,0.049823,0.1,0.066155,0.047917,0.032456,0.051679,0.03489,80
0.07,value_of_information_active_selection,6,0.539583,0.038214,0.535454,0.006712,0.558501,0.038349,0.479348,0.001815,0.402605,0.002275,0.066321,0.005691,0.089623,0.004368,0.042991,0.002547,0.15649,0.000649,0.265686,0.0,0.18404,0.000798,0.046931,0.002668,0.06888,0.003035,0.057918,0.001844,0.042639,0.000727,0.155034,0.009873,0.279904,0.046506,0.1,0.066155,0.0625,0.042056,0.066258,0.044509,80
0.07,value_of_information_active_selection,7,0.514583,0.04278,0.533905,0.006616,0.533484,0.042725,0.481639,0.001963,0.405368,0.001975,0.067847,0.005487,0.090533,0.004223,0.043125,0.002608,0.156458,0.000605,0.265686,0.0,0.18404,0.000798,0.046174,0.002652,0.068762,0.003033,0.058023,0.00181,0.042367,0.000736,0.157309,0.009621,0.286971,0.046647,0.0875,0.062311,0.05,0.036936,0.053299,0.039214,80
0.07,value_of_information_active_selection,8,0.525,0.048306,0.535029,0.006572,0.54358,0.048193,0.479997,0.001946,0.403747,0.002132,0.066811,0.005579,0.090286,0.00418,0.042801,0.002463,0.156225,0.000608,0.265686,0.0,0.18404,0.000798,0.046671,0.002676,0.068166,0.002878,0.058035,0.001725,0.042447,0.000785,0.155926,0.009562,0.284179,0.050445,0.0875,0.062311,0.047917,0.037747,0.051159,0.039874,80
0.07,value_of_information_active_selection,9,0.51875,0.045384,0.533575,0.006365,0.537423,0.045374,0.48002,0.001851,0.404443,0.002225,0.067791,0.005464,0.090835,0.004169,0.043601,0.002543,0.155929,0.000657,0.265686,0.0,0.18404,0.000798,0.046866,0.002635,0.06896,0.003062,0.057132,0.001841,0.042617,0.000762,0.157718,0.00952,0.306202,0.048491,0.0875,0.062311,0.05,0.038722,0.053252,0.040848,80
0.07,dataset_card_compliance_selection,0,0.5375,0.046115,0.505575,0.007568,0.542886,0.046406,0.417446,0.002099,0.313899,0.002062,0.08078,0.006512,0.112796,0.005878,0.041959,0.002355,0.153236,0.000628,0.223682,0.0,0.148779,0.000505,0.040583,0.001975,0.063452,0.001897,0.044901,0.000705,0.045556,0.00083,0.186357,0.011681,0.289937,0.053122,0.0625,0.053379,0.033333,0.029858,0.035056,0.031255,80
0.07,dataset_card_compliance_selection,1,0.508333,0.046453,0.504905,0.007554,0.513524,0.046978,0.416501,0.002584,0.314788,0.002086,0.080395,0.006411,0.113276,0.005626,0.042562,0.002366,0.153971,0.000706,0.223682,0.0,0.148779,0.000505,0.040601,0.002009,0.064218,0.001982,0.045632,0.000774,0.045346,0.000754,0.186633,0.011366,0.301759,0.047861,0.05,0.048061,0.029167,0.028925,0.030486,0.030163,80
0.07,dataset_card_compliance_selection,2,0.5,0.042703,0.506002,0.007418,0.505342,0.043109,0.417566,0.001815,0.315111,0.002448,0.08085,0.006425,0.112724,0.005687,0.042768,0.002338,0.153633,0.000658,0.223682,0.0,0.148779,0.000505,0.040488,0.001953,0.063549,0.00195,0.044991,0.000783,0.045421,0.000694,0.186777,0.011432,0.312215,0.050468,0.05,0.048061,0.03125,0.030801,0.032676,0.032128,80
0.07,dataset_card_compliance_selection,3,0.491667,0.042663,0.505189,0.007577,0.496972,0.042763,0.418361,0.001875,0.313544,0.002312,0.080721,0.006472,0.112499,0.005694,0.042518,0.002493,0.153724,0.000637,0.223682,0.0,0.148779,0.000505,0.040102,0.001911,0.063506,0.001829,0.04566,0.000848,0.045447,0.000774,0.186354,0.011549,0.337161,0.046351,0.0375,0.041895,0.014583,0.016634,0.015671,0.017825,80
0.07,dataset_card_compliance_selection,4,0.516667,0.047067,0.506678,0.007208,0.522188,0.047109,0.418127,0.002096,0.315019,0.002213,0.080385,0.006485,0.113769,0.005802,0.042304,0.002415,0.152927,0.000759,0.223682,0.0,0.148779,0.000505,0.040653,0.001884,0.063566,0.00193,0.045638,0.000879,0.045333,0.000766,0.186864,0.011623,0.292996,0.050954,0.075,0.058082,0.041667,0.035586,0.043709,0.037055,80
0.07,dataset_card_compliance_selection,5,0.502083,0.040467,0.505803,0.007665,0.507262,0.040707,0.415652,0.002005,0.314988,0.002326,0.080463,0.006671,0.113086,0.005866,0.042384,0.002279,0.153347,0.000696,0.223682,0.0,0.148779,0.000505,0.040685,0.001897,0.062939,0.001793,0.044681,0.000764,0.045468,0.000784,0.18647,0.011796,0.315584,0.047172,0.075,0.058082,0.039583,0.031425,0.041659,0.032994,80
0.07,dataset_card_compliance_selection,6,0.460417,0.040363,0.50562,0.007601,0.465775,0.040803,0.416919,0.001843,0.316194,0.002259,0.081046,0.006577,0.113153,0.005627,0.041896,0.002502,0.15393,0.000589,0.223682,0.0,0.148779,0.000505,0.041311,0.001818,0.063277,0.002021,0.04502,0.000959,0.045144,0.000764,0.186859,0.011663,0.353229,0.053276,0.0625,0.053379,0.029167,0.027117,0.03086,0.028426,80
0.07,dataset_card_compliance_selection,7,0.497917,0.04557,0.505388,0.007602,0.50343,0.04585,0.41792,0.002179,0.315898,0.002381,0.080312,0.006442,0.112451,0.005845,0.042885,0.002298,0.153609,0.00067,0.223682,0.0,0.148779,0.000505,0.040433,0.001893,0.063613,0.00196,0.045256,0.000782,0.04493,0.000773,0.186092,0.011524,0.312495,0.046029,0.0625,0.053379,0.03125,0.027926,0.032964,0.029349,80
0.07,dataset_card_compliance_selection,8,0.522917,0.04783,0.505801,0.007366,0.527877,0.048175,0.416803,0.002064,0.315426,0.002148,0.080952,0.006432,0.113238,0.005594,0.0421,0.002342,0.152708,0.000581,0.223682,0.0,0.148779,0.000505,0.040638,0.001933,0.063297,0.002017,0.0451,0.000832,0.045254,0.000782,0.18693,0.011411,0.293473,0.052135,0.0375,0.041895,0.025,0.029688,0.025689,0.030234,80
0.07,dataset_card_compliance_selection,9,0.525,0.04505,0.504736,0.007643,0.529676,0.044884,0.417428,0.002028,0.316724,0.002284,0.080997,0.006391,0.113181,0.005926,0.043032,0.002386,0.153351,0.000654,0.223682,0.0,0.148779,0.000505,0.040933,0.001956,0.062943,0.002063,0.044891,0.00088,0.045101,0.000774,0.187398,0.011619,0.308727,0.050224,0.0875,0.062311,0.039583,0.02977,0.041956,0.031391,80
0.07,safety_event_mining_selection,0,0.514583,0.046559,0.536889,0.006418,0.541389,0.046758,0.481193,0.002006,0.444487,0.002147,0.058573,0.005152,0.069067,0.002724,0.039807,0.002028,0.164368,0.000631,0.259417,0.0,0.17977,0.00076,0.045713,0.002613,0.065388,0.003065,0.056582,0.001721,0.039487,0.000787,0.130276,0.007778,0.290284,0.044406,0.1,0.066155,0.052083,0.037926,0.056187,0.040412,80
0.07,safety_event_mining_selection,1,0.50625,0.044425,0.538848,0.006304,0.533162,0.044422,0.482213,0.002002,0.444861,0.002354,0.058598,0.005151,0.069299,0.002751,0.039853,0.002132,0.163847,0.000636,0.259417,0.0,0.17977,0.00076,0.045907,0.002638,0.065135,0.003093,0.056567,0.001601,0.039365,0.000786,0.130499,0.007963,0.284753,0.051249,0.1,0.066155,0.047917,0.034474,0.052104,0.037017,80
0.07,safety_event_mining_selection,2,0.56875,0.044139,0.537717,0.006121,0.594365,0.043808,0.480325,0.001922,0.443803,0.002119,0.057133,0.005326,0.068941,0.002832,0.038819,0.002112,0.163816,0.00073,0.259417,0.0,0.17977,0.00076,0.045931,0.002516,0.065574,0.003224,0.056414,0.001707,0.039392,0.000769,0.128248,0.008117,0.238904,0.04558,0.1,0.066155,0.06875,0.047457,0.072388,0.049622,80
0.07,safety_event_mining_selection,3,0.552083,0.041334,0.537785,0.006518,0.578826,0.04076,0.481769,0.001939,0.442898,0.002131,0.056492,0.005285,0.068884,0.002849,0.038761,0.002149,0.164504,0.000614,0.259417,0.0,0.17977,0.00076,0.044996,0.002595,0.065576,0.00311,0.055854,0.001608,0.039181,0.000798,0.127535,0.008073,0.27362,0.047287,0.1,0.066155,0.052083,0.036566,0.056259,0.039148,80
0.07,safety_event_mining_selection,4,0.529167,0.042216,0.538177,0.006154,0.556709,0.042388,0.482342,0.001994,0.444612,0.00205,0.057608,0.005125,0.068565,0.002853,0.039362,0.002278,0.163662,0.00075,0.259417,0.0,0.17977,0.00076,0.045777,0.002544,0.065499,0.0031,0.056502,0.00163,0.038868,0.000674,0.128713,0.007995,0.261441,0.042886,0.1,0.066155,0.045833,0.03337,0.050064,0.035936,80
